,comments,sentiment,Translation
51,在这部电影里西方现代性矩阵里，不难寻得几丝中国性，但膈应的二元设定毁了这部电影。杨家这边，新加坡在亚洲、西方的位置之混杂，及其现代性如何发酵的，一捋就可以出来。Rachel这边的背景则是被誉为melting pot的美国，轻松一碰，华人离散和身份认同主题不就浮出来了？但这个时代没有能力，也没有心情去欣赏/制作一部探讨混杂身份的电影。面对身份的暴力，逃到往日的童话故事框架最为省事，费心去对照观望作为华人的苦恼和焦虑是吃力不讨好的事。反正全球化进程中，文明与文明的对立一早就消弭了，每个个体背后都是全球人民为你输送的文明养料，谁还寻得到自己的本真性（authenticity）呢？预计这部电影会被文化研究/跨文化传播学者写爆。,1.0,"In the Western modernity matrix of this film, it is not difficult to find a few Chinese, but the dual setting of Ying Ying ruined the film. On the Yang family side, Singapore&#39;s mixed position in Asia and the West, and how its modernity is fermented, can be seen at a glance. Rachel&#39;s background is known as the melting pot of the United States, easy to touch, the Chinese discrete and identity theme does not come out? But this era has no power, and there is no mood to appreciate/produce a movie that explores mixed identity. In the face of identity violence, fleeing to the past fairy tale framework is the most trouble-free, and it is a thankless task to look at the distress and anxiety as a Chinese. In the process of globalization, the confrontation between civilization and civilization has disappeared in the early days. Every individual is behind the civilized nourishment that the people of the world have sent for you. Who can find their own authenticity? The film is expected to be written by cultural studies/intercultural communication scholars."
52,1.5 / 比《毒液》明显得多的好莱坞精神分裂。与《西虹市首富》一样是铺天盖地的奇观没办法完成最终反讽批判的伪严肃主题，永远要一方面无形灌输拜金主义另一方面用种族阶级平等粉饰太平（还敢提工人阶级请要点脸）。面对这种明摆着行销全球的片子谈论面对什么群体意义到底有多少？展现了那微乎其微的一丁点真实感就能抹去它几乎彻头彻尾的腐朽了吗？,0.9999999996485176,"1.5 / The Hollywood schizophrenia is much more pronounced than the &quot;venom&quot;. Like the &quot;Xihong City&#39;s richest man&quot;, it is an overwhelming spectacle that cannot complete the pseudo-serious theme of the final irony criticism. It must always invisibly infuse money worship on the one hand and whitewash the peace with ethnic class equality (also dare to mention the working class, please point to the face) . In the face of this kind of marketing-oriented film, what is the meaning of what group? Shows that a little bit of realism can erase it almost completely decayed?"
53,场景大概就是了不起的盖茨比的南洋版 现在能拿灰姑娘剧本的女主也需要NYU economics professor起配了 Jing-Yang出来时我周围的人都笑翻了,0.9993420078723302,"The scene is probably the amazing Gatsby&#39;s Nanyang version. Now the female owner of the Cinderella script can also be used by NYU economics. When the Jing-Yang comes out, everyone around me laughs."
54,新加坡景点的打开方式相当正确。配乐棒透透。女主越看越可爱。去掉所有的亚裔关注和hype，就是一个做得相当精致的rom com，并且是女性为主导。对亚裔文化的刻划有夸大。作为平头百姓，表示并不知道新加坡的有钱人是怎么生活的XDD我只想问：去机场接人，怎么跑到离境大厅了呢？（偷笑）,0.999983927750737,"Singapore's attractions are open in a fairly correct way. The soundtrack stick is penetrating. The more the female Lord looks, the more lovely she is. Removing all Asian concerns and hype is a fairly sophisticated rom com, and is female-dominated. There is an exaggeration in the carving of Asian culture. As a ordinary people, said he did not know how the rich people in Singapore lived XDD I just want to ask: go to the airport to pick up, how to run to the departure hall? (laughing)"
55,If it’s not for my film criticism homework 🙄️这种片质量也配宣发的时候跟喜福会相提并论？自己心里没点13数么？亚裔也真是活该，明明有做的更好的类型片Searching不力挺偏要来捧这个烂片的臭脚,0.00018199465920565316,"If it&#39;s not for my film criticism homework 🙄️ The quality of this film is also in line with the Joy Luck Club when it is announced? I don’t have 13 points in my heart? Asians are really alive, and there is a better type of Searching that is not doing well."
56,俞秀莲你怎么能这么轻易就放弃！怎么不和她斗到底！中国观众不需要好莱坞大团圆！好好学学隔壁的宫斗！,0.9961889407203234,"Yu Xiulian, how can you give up so easily! Why don&#39;t you fight with her in the end! Chinese audience does not need Hollywood reunion! Learn the palace next door!"
57,从喜福会到这部摘金奇缘，你能感受到歪果仁对中国满满的好奇心。之前是好奇中国的封建社会和现代社会的融合，现在就是好奇中国人怎么那么有钱。,0.9998182815803063,"From the Joy Luck Club to this golden romance, you can feel the curiosity of the nuts in China. I was curious about the integration of Chinese feudal society and modern society. Now I am curious about how Chinese people are so rich."
58,我看的电影院有毒 完全不能get到那些美国白人的笑点 “I cannot make you someone who you’re not”,0.11370336042159779,The cinema I watched was toxic and I couldn’t get the smile of those American whites. &quot;I can make you someone who you youre not&quot;
59,很难有比“土得掉渣”四个字更准确的形容了。整个故事大概都是建立在美国人对于东方亚裔的猎奇视角和刻板印象上，就这还想引进国内，那不是铁定要扑街吗！,0.9995750969965707,"It is hard to describe it more accurately than the words &quot;soil dregs&quot;. The whole story is probably based on the Americans’ view and stereotypes of the Asians in the East. If you want to introduce them to the country, then you are not sure to hit the streets!"
60,拙劣的东方想象和俗不可耐的故事桥段，将一切能想到的“中国”元素如饺子、麻将、老旧音乐、家族等不遗余力地塞进来，文本所传达出的焦虑也已超出了叙事核心所围绕的阶级、跨文化交际本身，在这样的氛围下，整个故事也变得虚假、不可信。,0.9999994211576293,"Poor oriental imagination and vulgar Story Bridge section, all can think of the ""Chinese"" elements such as dumplings, mahjong, old music, family and so on to spare no effort to cram in, the text conveys the anxiety has gone beyond the narrative core around the class, cross-cultural communication itself, in such an atmosphere, the whole story has become false and untrustworthy."
61,种族友情分。这个室友奥卡菲娜太逗了，瞒天过海里面也演得很好。感觉她说话特别有韵律，一查原来是个rapper。,0.8636854270708485,"Ethnic friendship points. This roommate Okafina was too funny, and it played well in the sky. I feel that her speech is particularly rhythmic, and it turns out to be a rapper."
62,w/ 毛；开场那句话好尴尬；完全不出所料，多么从小耳濡目染的亚洲故事，连出轨吵架和在别人家吃饭的台词都是熟悉的味道，青梅竹马和近年韩剧里的一样完全不能打；可以在北美电影院看到大规模上映的精装英文版亚洲套路片，没什么好抱怨的；南洋风格真好看，Gemma太美，想看以她为主的续集；我也想一失恋就去闺蜜家的豪宅被伺候着躺三天；0830*2 原来我最喜欢的其实是似曾相识的家庭event的氛围，以及所有Ronny的片段；但是没有大喊大叫大哭大闹还是不那么亚洲呢；【留下3个月前看预告的评价】：看了这片子的预告，我好像终于明白黑人看《黑豹》是个什么感觉了：就算玛丽苏也是你们白人无法体会的东亚玛丽苏；婆婆赶灰姑娘的传统亚洲戏码变成英文版想想就激动呢，要是不出现给钱泼酒扇耳光，青梅竹马求复合的话估计会失望,1.0,"w/hair; the opening sentence was so embarrassing; completely as expected, how small an Asian story, even cheating and eating in other people's lines are familiar taste, young and in recent years in the Korean drama in the same completely can not play; you can see the mass release of the hardcover English version of the Asian set film in North American cinemas, there is nothing to complain about The Nanyang style is so good-looking, Gemma is too beautiful, want to see the sequel mainly to her; I also want to go out of love to the best friend's mansion to be served to lie for three days; 0830*2 turns out my favorite is actually the atmosphere of the familiar family event, and all the Ronny clips But not yelling and crying or not being so Asian; ""Leaving a review of the forecast 3 months ago"": Watching the preview of the film, I seem to finally understand what it's like for black people to see ""Panther"": Even if Marisu is an East Asian marisu that you whites can't appreciate Mother-in-law to drive Cinderella's traditional Asian drama into the English version of the excitement, if you do not show the money splash wine slap, if you ask for a compound, you are expected to be disappointed"
63,更像是1918年的北京上海有钱大家族（金粉世家了），想了半天男主长得像谁，名字到了嘴边就是出不来，搜了好久“香港演员 浓眉”当然毫无成果，一个多小时后终于意识到是吕良伟啦！,0.9939220869665423,"More like the 1918 Beijing and Shanghai rich family (Golden powder family), think of a man who looks like a half-day man, the name is not coming out, search for a long time &quot;Hong Kong actor thick eyebrow&quot; of course no results, After more than an hour, I finally realized that it was Lu Liangwei!"
64,什么鬼啊，只有阿嬷翻脸和打麻将那场戏不错，最搞笑的是拍富人家也是包饺子的，用黄铜勺子和英式骨瓷餐盘拌馅儿。,0.9448564513215881,"What a ghost, only the aunt turned his face and played mahjong. The most funny thing is that the rich people also make dumplings, stuffed with brass spoons and English bone china plates."
65,一堆熟脸表现太满意了！顺畅的爽片，还好是自己看的，否则全片想要自带评论音轨。东西看上去都好好吃，我现在就去查新加坡的机票。,0.9870599710071897,"A bunch of familiar faces are too satisfied! Smooth, cool, but for yourself to see, otherwise the whole film wants to bring its own commentary track. Things look good, I am going to check the ticket for Singapore now."
66,所有的事情都是有一个过程的 很多人以为《月光男孩》能够在奥斯卡上斩获小金人只是各路的政治压力所致 但实际上就算撇开那部电影本身有多完美 能够到达《月光男孩》 黑人电影圈是花了很长的时间和很大的努力的 比如Tyler Perry 这么多年来拍着烂得很难看下去的爆米花烂片 却还是能找方法把电影大范围放到院线上 这样至少黑人创作人们可以有发挥的机会 所以最后能循序渐进到《月光男孩》 并不是什么偶然 并不是什么其他原因 仅仅是因为它确实是很好的、可以在电影历史上留名的艺术电影罢了 所以这部电影 虽然没有特别多的亮点（其实用心的话还是可以发现不少的） 但看到亚洲面孔可以在大屏幕上有所被代表 甚至可以看到某些亚洲的元素能被用心地表达 其实就值得被叫好了 - 8/10,0.9999999999999998,"Everything has a process. Many people think that ""Moonlight Boy"" can win the Little Golden Man at the Oscars is only the result of political pressure on all roads, but in fact, even if the film itself is perfect to reach the Moonlight Boy Black movie Circle It took a long time and a lot of effort, like Tyler Perry. Over the years, it's been a bad piece of popcorn that's been hard to see, but I can still find a way to put a lot of movies on the yard so that at least black creators can have a chance to play, so it's not an accident to end up in ""Moonlight Boy,"" it's not any other reason just because it's really good, An art movie that can be named in the history of the film. So although the film does not have a particularly large number of bright spots (in fact, the heart can still find a lot of words) but to see the Asian face can be represented on the big screen can even see that some Asian elements can be expressed by heart is actually worth being hailed-8/10"
67,土到骨子里的白人视角猎奇，而且猎奇也仅只停留在海天盛筵的档次，时时都带着那点可笑的优越感，但最终还是要用钱来当噱头和春药。,0.8726661866362497,"The earth to the bones of the white perspective of the hunt, and the hunt is only staying in the sea rendezvous grade, always with that point of ridiculous superiority, but in the end still need to spend money to be a stunt and aphrodisiac."
68,不要把这部狗屎和其他好的亚洲电影比行吗，这部是泡屎 ，如果美国亚裔需要这种玩意来找存在感，放着那么多顶级的真亚洲电影不看不知道，活该你们2百多年住下来都跟FOB一个傻屌样,0.999709591921532,"Don't compare this piece of crap with other good Asian movies, this is bubble poop, if Asian Americans need this kind of thing to find a sense of existence, put so many top real Asian movies do not see, you deserve more than 200 years to live with fob a silly dick"
69,人不自强万事休。,0.7988102496219934,Man is not self-reliant.
70,为什么现在都流行拍派对来展现都市男女了？？一个比一个海天盛筵，激情四射。东方的美一点没展现出来，浮夸倒是展现的淋漓尽致。,0.9999895162493383,"Why is it now popular to make parties to show urban men and women? One is more passionate than a rendezvous of the sea. The beauty of the east has not been shown, pompous is to show the most incisive."
71,东亚传统家庭观念+东西方文化差异包装的玛丽苏故事。本身的剧情已经烂俗到不能在烂俗了，走马观花式的文化展现，对Old Money的展现也很意淫。但不可否认，喜福会25年后才有这样一部全亚洲阵容的商业片，它承载着更多的意义。((同行的ABC朋友喜欢的不得了，然后中国朋友超级讨厌这片哈哈哈,0.9999999996844491,"The traditional idea of East Asian family + the Marisu story of eastern and western cultural differences packaging. Its own plot has been rotten to not in the vulgar, walking style of the cultural display, the display of old money is also very masturbating. But there is no denying that happy blessing will have such an all-Asian lineup of commercial films 25 years later, it carries more meaning. (Fellow ABC friends like it, and then Chinese friends super hate this piece of hahaha"
72,25年来首部主要角色全由亚裔出演的好莱坞电影。除了几位主演，惊喜出场的配角还有The Daily Show里的喜剧演员Ronny Chieng，YouTube歌手kina，帅气舞者兼演员岑勇康（片尾彩蛋出现的时候影院里都在尖叫），硅谷传奇里的Jimmy Yang等等。配乐也都选用亚裔歌手演唱的歌曲，不过我只听出了vava的我的新衣。遗憾的是新加坡口音的英语我听不太懂，很多笑点都没听出来，感觉需要带字幕再看一遍。,0.9999999999659446,"The first major character in 25 years has been a Hollywood film starring all Asians. In addition to several stars, the surprise appearance of the supporting actor and the Daily show comedian Ronny Chieng,youtube singer Kina, handsome dancer and actor Zen Yongkang (when the egg appeared in the cinema is screaming), the Silicon Valley legend of Jimmy Yang and so on. The soundtrack also uses songs sung by Asian singers, but I only hear Vava's new clothes. Unfortunately, Singapore accent English I do not understand very well, a lot of laughter did not hear, feel the need to bring subtitles to see again."
73,这是一部基于新加坡人以自己为原型的小说改编的电影，力求忠实反映新加坡华人old money与new money的生活状态。把这样一部除了女主角的妈妈是中国大陆移民这一设定之外，从情节到角色都跟中国八竿子打不着的电影，默认定位为反映中国人及中国文化的故事，进而觉得它出现了偏离和位移，这其中出现错位的恐怕并非电影，而是作为观众的我们。背后的心态也值得玩味，到底是我们太自大了还是太自卑了呢？,1.0,"This is a film based on Singaporeans ' own prototype novel, which seeks to faithfully reflect the living conditions of Singapore's Chinese old money and new money. To put such a mother in addition to the heroine is the Chinese mainland immigrants this setting, from the plot to the role of the Chinese don't get film, the default positioning as a reflection of the Chinese and Chinese culture of the story, and then feel that it has deviated and displaced, which in the dislocation is probably not the film, but as the audience of us. The mentality behind it is also worth playing with, in the end we are too arrogant or too mortified?"
74,华人炫富指南（人家片名就叫crazy rich asians 简单粗暴稳准狠 男配角们很帅啊）,0.9195809058422073,"Chinese people show off the guide (the name of the people is called crazy rich asians, simple and sturdy, the supporting actors are very handsome)"
75,哈哈哈,0.8684210526315791,Ha ha ha
76,拍出了非一般的反玛丽苏，经济舱求婚戏泪盈于睫，人生总有太多来不及准备，男主一边慌乱在过道奔跑、一边帮旅客塞行李箱，也许才是最值得爱上的部分。也喜欢夜市里那段平常的凝视戏，因为跟你一起回家他才这么开心，他喜欢的是跟你在一起时的自己。片头的“好花不常开”点出主题，热闹的大宅城堡昙花派对，Old Money当然不是昙花一现的土豪。仿佛两个世代的拉锯，要打入传统观念根深蒂固的杨家，香蕉人Rachel是否要放下个人梦想？探讨备受奶奶卢燕压迫的杨紫琼也很有意思，因为门不当户不对，时刻绷紧无法放松，最后还是靠媳妇在牌桌上松章才醒悟。Ocean 8谐星闺蜜&彩虹基民超抢戏，名媛出轨退伍老公米高比主角帅。地产一姐母亲值得鼓掌，只是大陆家暴丈夫的image略嫌刻板。（台湾土豪的艋舺烂片&香港Vogue一家五口）,1.0,"Shoot out the non-ordinary anti-marisu, economy class proposal play tears in the ciliary, life always have too much too late to prepare, the male owner on the side of panic in the aisle run, while helping passengers to tuck suitcases, perhaps the most worthy of falling in love with the part. I also like the usual gaze scene in the night market, because he is so happy to go home with you, he likes himself when he is with you. The title of ""Good flowers do not often open"" point out the theme, lively mansion Castle Flash party, old money is certainly not a flash in the pan of Tuhao. As if two generations of saws, to penetrate the traditional concept of the ingrained Yang family, banana man Rachel to put down his personal dream? It is also interesting to explore Yang Ziqiong, which has been oppressed by Grandma Lu Yan, because the door is not right, the moment is tight can not relax, and finally rely on the daughter-in-law in the card table loose chapter to wake up. Ocean 8 harmonic star girlfriend & Rainbow CDI Super Grab play, celebrity deranged retired husband Mi Gao than the protagonist handsome. Real Estate A sister mother is worth clapping, but the mainland domestic violence husband's image is slightly rigid. (Mengjia Mengjia in Tuhao, Taiwan & Five at the Hong Kong Vogue family)"
77,不知道评论电影为什么一定要扯到政治，少数族裔平等，不符合中国人的价值观和文化现状就贴上取悦白人的标签，也难免太自以为是了。我觉得这是不错的rom com 片，哪怕抛开亚裔元素也是精心构思过的故事，并且能展显海外华人的生活的片子本来就不多，这样的故事还是挺有意义的（都不在大陆上映，就不是拍给Chinese Chinese 的,0.9999999978398402,"I don't know why the comment movie must be pulled into politics, minority equality, not in line with the Chinese values and cultural status quo on the label to please whites, it is inevitable too self-righteous. I think this is a good rom com film, even if the Asian elements are also carefully conceived stories, and can show the life of overseas Chinese there are not many films, such a story is still quite meaningful (not released on the mainland, it is not for Chinese Chinese"
78,这感觉就像是在北美某个大受本地人好评的唐人街中餐馆里，吃到了一道当真不错的... 左宗棠鸡。结尾属于活久见系列——终于也有中文翻唱版比英文原版曲更应景的时候。,0.9964329987415573,It feels like it was in a Chinese restaurant in Chinatown that was highly praised by locals in North America. It was really good to eat... Zuo Zongtang chicken. The end is a live long-term series - finally there is a Chinese cover version more than the original English version of the song.
79,1990年你這麼拍就算了，2018年你搞這個？So fake. 聊文化差異的口氣都是stereotype。,0.0010744347645195162,"You did this in 1990, and you did this in 2018? So fake. The tone of the cultural difference is stereotype."
80,这个名字翻译得不好，应该直接叫《特别土豪的亚洲人》,0.8438729689260928,This name is not well translated and should be called &quot;The Asians of Special Locals&quot;.
81,被情欲俘虏的“台湾”、被势利绑架的“香港”，唯独“上海”与众不同，成熟、知性、隐忍，这其中，有政治隐喻也有对贫富阶层联姻婚后问题的探讨，或许Astrid的现在就是女主的将来？昙花一现的纸醉金迷、手包饺子的家庭观念，巧妙的麻将博弈把中美文化碰撞中家庭与个人取舍的话题提升为主题。原本属于杨紫琼的绿钻戒成为了最后的求婚戒，飞机上的路人大妈甚可爱，改编版的《Yellow》也真好听，Yellow Yellow，这是属于黄种人的《仙履奇缘》。PS：很惊喜这么多年后还能见到《小娘惹》的陈盛；找了半天的岑勇康最后是彩蛋；以及女主闺蜜超逗，会红！,0.9999999999999998,"""Taiwan"", ""Hong Kong"", which was kidnapped by snobbery, is the only ""Shanghai"" that is different, mature, intellectual and forgiving, and there are political metaphors and discussions about the marriage of rich and poor classes. Perhaps Astrid's present is the future of the female Lord? A flash in the pan of drunkenness, hand-wrapped dumplings family concept, clever mahjong game to the Sino-US cultural collision in the family and personal choice of the topic of promotion to the theme. Originally belonged to Yang Ziqiong Green diamond Ring became the final proposal ring, the plane's passers-by Dame is very cute, the adaptation version of ""Yellow"" is also really nice, Yellow Yellow, this is belonging to the yellow people of the ""fairy"" Wonderland. PS: Very surprised after so many years can still see ""little Niang"" Chen Sheng; looking for half a day of Zen Yongkang finally is colored eggs; and the female master's best friend Super tease, will be red!"
82,建议迪斯尼翻拍——价值观如出一辙，与现实离题万里。,0.9455265132695135,"It is recommended that Disney remake - the values ​​are exactly the same, and the reality is a thousand miles away."
83,虽然抛开亚洲形式骨子里还是美国故事 但看到好莱坞制作出一部全华裔演员的好电影真的特别感动 唯一美中不足的是 以亚洲人的眼光来看 男主绝对不是真爱女主 明明知道女主没有出身大富之家 带她去家族宴会居然不为她考虑一下服装饰品？这是故意要女生在家人面前难堪吧 分开派对 既不把和所有人都不熟悉的女主托付给某个女性朋友 也不在事后调查一下到底发生了什么 这位公子哥不是心大 是根本就不在意吧 从男主和好友的小岛对话来看 他之所以愿意放弃家族事业跟女主回美国 是笃定了家里人会妥协 数一遍身边不成器的兄弟姐妹 根本没有人能和他争家族企业 加上自己母亲本身的麻雀经历 完全有恃无恐 与其说他一直不愿放手女主是爱情 不如说是猎奇 男主自己也说 女主和他身边的所有人都不一样 而且他想要反抗母亲的权威 结合一下就不难想象这场婚姻对他的意义了,1.0,"Although the Asian form is still the story of the United States, but it is really touching to see Hollywood make a good film of all-Chinese actors. The only thing that's wrong is to look at the male in the eyes of Asians. The Lord clearly knows that the female owner did not come from the rich house to take her to the family banquet actually did not consider the clothing jewelry It's a deliberate attempt to embarrass a girl in front of her family. Split the party. Neither entrusts the female owner, who is unfamiliar with everyone, to a female friend, nor does he investigate what happened afterwards. This brother Gongzi is not a big heart, it doesn't care, does it? From the small island conversation between the male and the best friend, he is willing is to make sure that the family will compromise, and that no one can compete with him for a family business, and that his mother's own sparrow experience is completely emboldened, not so much that he has been reluctant to let go of the female Lord is love is not so much a hunt for the Lord himself to say that the woman and all the people around him are not the same Combined, it's not hard to imagine what this marriage means to him."
84,观影中始终有一种文化的距离感，就像是刚果金移民看到了布鲁克林dope黑人大兄弟在庆祝平权运动取得了阶段性胜利时却无法relate的离间与疏离，可以说是一部香蕉人大电影！,0.9796595739169834,"There is always a sense of cultural distance in the movie, just like the Congolese immigrants saw the black brothers of the Brooklyn dope who could not retreat when they celebrated the staged victory of the affirmative movement. It can be said that it is a banana film. !"
85,这部电影很戳我，grandma出现说要教她包饺子我就开始泪奔，想我姥姥，离家远的最大遗憾。I’m so Chinese I’m an economics professor and lactose intolerant!,0.9953458888098456,"This movie is very poke me, grandma appeared to teach her to make dumplings, I began to tears, thinking of me, the biggest regret away from home. I&#39;m so Chinese I&#39;m an economics professor and lactose intolerant!"
86,老套得不能再老套，给普通老外观众捧着爆米花可乐猎奇中西方文化差异的皮毛还是可以的，结局收得如此潦草，大概是主创也没料到这片子会成为三周冠军黑马，烂番茄90%+高得跟《黑豹》一样不可思议，也难怪会被称作《黄豹》。,0.7942914642125334,"Old-fashioned can not be old-fashioned, to the ordinary foreigner audience holding popcorn Coke hunting in the western cultural differences of the fur is still OK, the end of such a sloppy, probably the creator did not expect this film will become three weeks champion Black horse, rotten tomato 90%+ is as incredible as ""Black Panther"", it is no wonder that it will be called ""Yellow Panther."
87,倒也没那么遭，勉强及格吧，所以几十年来美国人对中国人的看法一直很稳定，《卧虎藏龙》没白教育。其实真正审视这部电影，就应该让它和《黑豹》对视，“摘金情缘系”不认为“黑豹系”里有多少智慧，“黑豹系”也不会觉得“摘金情缘系”有多性感，最后大家在“该有钱了”这件事上达成了一点点共识。,0.9999991090852677,"It's not that much, it's barely passed, so the American view of the Chinese has been stable for decades, and ""Crouching Tiger, Hidden Dragon"" has no white education. In fact, really look at the film, should let it and ""Black Panther"" looking at, ""Gold picking love system"" do not think ""Black Panther"" How much Wisdom, ""Black Panther"" will not feel ""gold picking love system"" how sexy, finally everyone in the ""should have money"" on the matter reached a little consensus."
88,虽然知道将在国内上映，但因为对这片实在好奇太久，还是忍不住看了。演员选得很好，配角中也有几个美剧中的熟悉亚洲面孔，但所有配角中，Awkwafina散发出了最耀眼的光彩！原声也不错！改变历史的chick-flick其实挺多，期待这也是其中的一部。,0.9999999980267127,"Although it is known that it will be released in the country, but because of the real curiosity about this film too long, still can't help but watch. The actor is well chosen, and there are several beautiful Asian faces in the supporting actor, but among all the supporting actors, Awkwafina exudes the most dazzling brilliance! The original sound is also good! Chick-flick, who has changed history, is actually quite a lot and expects it to be one of them."
89,你以为有钱人是你想象的那么快乐么？你错了，有钱人的快乐你根本想象不到,0.9911636674734831,"Do you think rich people are as happy as you think they are? You're wrong, you can't imagine the happiness of a rich man."
90,公司内部场，其实就麻将那个段子好了一点。骨子里还是殖民文化，但是总算包装得讨巧了一些。,0.710562209402713,"The company's internal field, in fact, mahjong that paragraph a little better. In the bones is still colonial culture, but finally wrapped up a bit of clever."
91,3.5。1.套上新装的亚裔造梦机器，看似冠冕堂皇，骨子里却难免空洞。2.所幸，细节处还是下过不少功夫；看昙花，包饺子，也算拍得不俗。,0.9999320537699841,"3.5. 1. Set up a newly installed Asian dream machine, seemingly high-sounding, but the bones are inevitably empty. 2. Fortunately, the details of the place has been a lot of effort; look at the flash, dumplings, but also counted a good shot."
92,"這是…流星花園？完成度很高，故事流暢，畫面、笑點、表演都不錯，選的音樂我喜歡。被全亞裔的gimmick搞得對影片討論的問題和思想期待值很高，結果是一個20年前的台劇瑪麗蘇模板，窮姑娘和有錢惡婆婆，弱雞男友，還有幫惡婊前女友什麼的，然後女主有骨氣又聰明和那些妖豔賤貨不一樣，最後婆婆突然就接受她了…所謂中美價值觀衝突，就是提了一下，真的是讓婆婆出來提了一下你們美國人怎樣怎樣，完。不過我是看得滿開心的啦~
看到高潮位時我在想，如果最後女主分手了，就是神作，我敢給五星。",0.005800364847301953,"This is ... Meteor Garden? The completion degree is very high, the story flow fluid, the painting, the laugh, the performance is not good, the choice music I like. By the whole Asian gimmick, the questions and thoughts of the film discussion are very high, the result was a 20-year-old theater, Martha's template, a poor girl and a wicked mother-in-law, a weak chicken boyfriend, and a villain's ex-girlfriend or something, and then the female owner was Bony and smart and the Demons were different, and the last mother-in-law suddenly accepted her ... The so-and-us value of the Chinese and American values, is to mention, really let the mother-in-law came out to mention how you, the Americans, how. But I was very satisfied ~ See the climax when I was thinking, if the last female owner broke up, is God, I dare to give five stars."
93,I cried??? Multiple times??? During a hetero rom com???,0.05329714761313897,I cried??? Multiple times??? During a hetero rom com???
94,黄皮白心的香蕉人版灰姑娘，爆米花片段子很多，但并不亚洲，而是迎合欧美观众。土比版《绯闻女孩》，老外YY的亚洲土豪生活，虽金光闪闪，却毫无世家品味。上世纪三十年代上海滩金曲大集合，西方对于亚洲的时尚印象，依然留在旧上海。嘉玛·陈的扮相，年轻版邓文迪Remix何穗。影院里，中国人表示无感，老外们乐不可支。,0.9999999999557583,"The yellow-white-hearted banana version of Cinderella has a lot of popcorn fragments, but it is not Asian, but caters to European and American audiences. Tubi version of &quot;Gossip Girl&quot;, foreigner YY&#39;s Asian local life, although golden, but no family taste. In the 1930s, the Shanghai Golden Melody was a big collection, and the West’s impression of Asia’s fashion remained in the old Shanghai. The appearance of Jiama Chen, the young version of Deng Wendi Remix He Sui. In the theater, the Chinese expressed no feelings, and foreigners were not happy."
95,一场大型的美国人对亚裔富豪的意淫，堆砌中文歌、饺子、麻将、昙花，各种亚裔元素，非常浅薄，四不像，假如他们对我们真的够了解，就会知道，结尾这种奇妙的转折，一个响指一样便利地解决所有难题，是根本不可能发生的。这个片子拜谢男女主角长得漂亮，招人喜欢吧……,0.9999938634401603,"A large American is obsessed with Asian riches, stuffing Chinese songs, dumplings, mahjong, silk flowers, various Asian elements, very shallow, not like, if they really know enough about us, they will know that this is the end A wonderful twist, it is impossible to solve all the problems as easily as a finger. This film thanked the male and female protagonists for their beautiful appearance, and they liked it..."
96,虽然是一部典型的为西方人打造的亚裔电影，剧情设定梦幻纯美的令人发笑，倾巢出动的英美华裔演员们演技都差强人意，但电影里的流动的身份认同，殖民地的等级制度和中式家族的权力结构，已经比以往刻板的亚裔形象丰富立体的多，结果是东西方观众上座率都很高。,0.9999999999999942,"Although it is a typical Asian film for Westerners, the plot sets the dream pure beauty of the funny, at Anglo-American Chinese actors are poor, but the film's mobile identity, colonial hierarchy and Chinese family power structure, has been more than the previous rigid Asian image rich three-dimensional, The result is a high attendance rate for both East and West audiences."
97,很俗套的故事但是拍得很不错！搞笑性很好泪点也有之，我朋友居然在结尾求婚哭得稀里哗啦哈哈哈，各种中文歌曲配乐很加分，结尾gamma chan一番female enpower的话超级棒。看完了非常想去把皮肤tan了涂裸色唇釉，太美惹。nyu教game theory的大学教授被称作low－class我。。。,0.9999999883333167,"It's a cliché story, but it's a good shot! Funny sex is very good tears also have, my friend actually at the end of the proposal to cry a little clatter hahaha, a variety of Chinese songs soundtrack is very bonus points, End Gamma Chan a female enpower words super great. After reading the very want to go to the skin tan painted naked lip glaze, too beautiful to provoke. NYU teaches game theory's University professor is called Low-class me ..."
98,一盘麻将和一枚戒指的故事。一张八条探讨了爱的高度，即爱是利己还是利他。是让他人因自己而幸福还是因自己陷入到莫名其妙的悲剧,0.9990917095634562,"A story of a mahjong and a ring. An eight article explores the height of love, that is, whether love is self-interest or altruism. Is it to let others be happy because of themselves or because they are caught in an inexplicable tragedy?"
99,【C】没必要用政治正确，刻板印象等词来攻击这部电影，一点足矣——故事真的很无聊很无聊很无聊很无聊很无聊很无聊很无聊很无聊很无聊很无聊很无聊。,0.26290137946156233,"[C] There is no need to use political correctness, stereotypes and other words to attack this movie, it is enough - the story is really boring, boring, boring, boring, boring, boring, boring, boring, boring, boring, boring and boring."
100,很好奇本片在内地公映后的观众反应会是什么样……,0.9965646163730505,I am very curious about what the audience’s reaction will be after the film is released in the Mainland...
